tieu_de,gia_raw,dien_tich_raw,dia_chi,quan_huyen,phuong_xa,loai_bds,loai_gd,url,nguon,so_phong_ngu,gia_vnd,dien_tich_m2,ngay_dang,phap_ly,id_nguon,lat,lon
Cần Bán Nhà Trệt Mới - Sổ Hồng Riêng - Hẻm 2806 Huỳnh Tấn Phát,"1,86 tỷ",56 m²,"Đường Huỳnh Tấn Phát, Xã Nhà Bè, Hồ Chí Minh",Huyện Nhà Bè,Xã Nhà Bè,Nhà ở,ban,https://alonhadat.com.vn/-toi-chinh-chu-can-ban-nha-tret-moi-so-hong-rieng-hem-2806-huynh-tan-phat-16718437.html,alonhadat,2,1860000000,56,2026-06-07,,16718437,,
"– MẶT TIỀN HẺM, GẦN CHỢ _ FULL NỘI THẤT, CHỈ 5,68 T. Ỷ_ 54 m²","6,58 tỷ",54 m²,"Đường Đào Tông Nguyên, Xã Nhà Bè, Hồ Chí Minh",Huyện Nhà Bè,Xã Nhà Bè,Nhà ở,ban,https://alonhadat.com.vn/-mat-tien-hem-gan-cho-full-noi-that-chi-5-68-t-y-54-m--18755576.html,alonhadat,3,6580000000,54,2026-06-07,,18755576,,
"Bán Nhà mặt phố 180m2, 9,7 tỷ, 5PN, 5WC tại Lê Văn Lương, Nhơn Đức, Nhà Bè, HCM","9,7 tỷ",180 m²,"Đường Lê Văn Lương, Xã Hiệp Phước, Hồ Chí Minh",Huyện Nhà Bè,Xã Nhơn Đức,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-pho-180m2-9-7-ty-5pn-5wc-tai-le-van-luong-nhon-duc-nha-be-hcm-18662433.html,alonhadat,3,9700000000,180,2026-06-07,,18662433,,
"Nhà 4 Tầng Sân Thượng _ DT 5M x 20M, Đường 10M _ Ngay Trường Đại Học Mở","6,8 tỷ",100 m²,"Đường Nguyễn Bình, Xã Hiệp Phước, Hồ Chí Minh",Huyện Nhà Bè,Xã Nhơn Đức,Nhà ở,ban,https://alonhadat.com.vn/nha-4-tang-san-thuong-dt-5m-x-20m-duong-10m-ngay-truong-dai-hoc-mo-18757433.html,alonhadat,6,6800000000,100,2026-06-07,,18757433,,
"🏡 BÁN NHÀ MẶT TIỀN ĐƯỜNG NGUYỄN BÌNH, GIÁ 10.8 TỶ 💥 - NHÀ 2 TẦNG - DTSD : 230m2 ( Cách L","10,8 tỷ",232 m²,"Đường Nguyễn Bình, Xã Hiệp Phước, Hồ Chí Minh",Huyện Nhà Bè,Xã Nhơn Đức,Nhà ở,ban,https://alonhadat.com.vn/-ban-nha-mat-tien-duong-nguyen-binh-gia-10-9-ty-nha-2-tang-dtsd-230m2-cach-l-16783385.html,alonhadat,5,10800000000,232,2026-06-07,,16783385,,
"Rẻ 2 tỷ, Bán nhà mặt tiền Phạm Thế Hiển, DT 276m2, ngay chợ Lò Than chỉ 15 tỷ",15 tỷ,276 m²,"Đường Phạm Thế Hiển, Phường Bình Đông, Hồ Chí Minh",Không rõ,Phường 6,Nhà ở,ban,https://alonhadat.com.vn/cho-thue-nha-mat-tien-cao-lo-4x20-5-tang-thiet-ke-hien-dai-chi-40tr-thang-con-tl-16146564.html,alonhadat,6,15000000000,276,2026-06-07,,16146564,,
Nhà Đẹp 4 Tầng BTCT Nguyễn Chế Nghĩa 4x16 - 5PN - Chỉ 7 Tỷ,7 tỷ,64 m²,"Đường Nguyễn Chế Nghĩa, Phường Phú Định, Hồ Chí Minh",Không rõ,Phường 13,Nhà ở,ban,https://alonhadat.com.vn/nha-dep-4-tang-btct-nguyen-che-nghia-4x16-5pn-chi-7-ty-18758984.html,alonhadat,5,7000000000,64,2026-06-07,,18758984,,
"Bán nhà hẻm 4.5m cách mặt tiền 1 căn, cách Nguyễn Tri Phương 50m, 4m x 8m nhà 4 tầng, 7 tỷ",7 tỷ,33 m²,"Đường Vĩnh Viễn, Phường Diên Hồng, Hồ Chí Minh",Không rõ,Phường 8,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-hem-4-5m-cach-mat-tien-1-can-cach-nguyen-tri-phuong-50m-4m-x-8m-nha-4-tang-7-ty-18751098.html,alonhadat,6,7000000000,33,2026-06-07,,18751098,,
"Mặt tiền đường 10m, khu cư xá Lữ Gia, 4m X 28m (công nhận 112m2) nhà 3 tầng, giá 19.5 tỷ","19,5 tỷ",112 m²,"Đường Cư Xá Lữ Gia, Phường Phú Thọ, Hồ Chí Minh",Không rõ,Phường 15,Nhà ở,ban,https://alonhadat.com.vn/mat-tien-duong-10m-khu-cu-xa-lu-gia-4m-x-28m-cong-nhan-112m2-nha-3-tang-gia-19-5-ty-18742399.html,alonhadat,6,19500000000,112,2026-06-07,,18742399,,
BÁN SIÊU PHẨM SANG XỊN MỊN HẼM TO KHU ĐẸP GẦN BẾN CẢNG NHÀ RỒNG🛳️ DỰ SẼ QUY HOẠCH LẠI TRỤ,"8,75 tỷ",55 m²,"Đường Tôn Đản, Phường Khánh Hội, Hồ Chí Minh",Không rõ,Phường 10,Nhà ở,ban,https://alonhadat.com.vn/ban-sieu-pham-sang-xin-min-hem-to-khu-dep-gan-ben-cang-nha-rong-du-se-quy-hoach-lai-tru-18171282.html,alonhadat,3,8750000000,55,2026-06-07,,18171282,,
Bán nhà MT Võ Văn Vân Xã Tân Vĩnh Lộc TPHCM 500m² giá 34 tỷ,34 tỷ,500 m²,"Đường Võ Văn Vân, Xã Tân Vĩnh Lộc, Hồ Chí Minh",Không rõ,Xã Tân Vĩnh Lộc,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mt-vo-van-van-xa-tan-vinh-loc-tphcm-500m-gia-34-ty-18756911.html,alonhadat,3,34000000000,500,2026-06-07,,18756911,,
"nhà góc 2 mặt tiền gần Nguyễn Tri Phương 65m2, 4.1x17m, 3 tầng, 26.5 tỷ","26,5 tỷ",65 m²,"Đường Nguyễn Tri Phương, Phường Diên Hồng, Hồ Chí Minh",Không rõ,Phường 5,Nhà ở,ban,https://alonhadat.com.vn/nha-goc-2-mat-tien-gan-nguyen-tri-phuong-65m2-4-1x17m-3-tang-26-5-ty-16640591.html,alonhadat,4,26500000000,65,2026-06-07,,16640591,,
✨ SÁT TRỤC NGUYỄN TẤT THÀNH - GẦN BẾN NHÀ RỒNG | NHÀ 4 TẦNG ĐOÀN VĂN BƠ,12 tỷ,66 m²,"Đường Đoàn Văn Bơ, Phường Xóm Chiếu, Hồ Chí Minh",Không rõ,Phường 14,Nhà ở,ban,https://alonhadat.com.vn/-sat-truc-nguyen-tat-thanh-gan-ben-nha-rong-nha-4-tang-doan-van-bo-18756293.html,alonhadat,6,12000000000,66,2026-06-07,,18756293,,
"Bán nhà C4 đường Bãi Sậy,gần chợ Bình Tiên,Phạm Phú Thứ","13,8 tỷ",200 m²,"Đường Bãi Sậy, Phường Bình Tiên, Hồ Chí Minh",Không rõ,Phường 8,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-c4-duong-bai-say-gan-cho-binh-tien-pham-phu-thu-18433276.html,alonhadat,2,13800000000,200,2026-06-07,,18433276,,
"🏰 Bán biệt thự cổ điển Ý Nguyễn Đình Chiểu, p. Đa Kao, Q.1",320 tỷ,318 m²,"Đường Nguyễn Đình Chiểu, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Tân Định,Biệt thự,ban,https://alonhadat.com.vn/-ban-biet-thu-co-dien-y-nguyen-dinh-chieu-p-da-kao-q-1-18757684.html,alonhadat,7,320000000000,318,2026-06-07,,18757684,,
Bán biệt thự duy nhất tại Quận 1 có hồ bơi cực đẹp DT 13x20m hầm 5 tầng nội thất siêu đẹp,85 tỷ,263 m²,"Đường Trần Khắc Chân, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Tân Định,Biệt thự,ban,https://alonhadat.com.vn/ban-biet-thu-duy-nhat-tai-quan-1-co-ho-boi-cuc-dep-dt-13x20m-ham-5-tang-noi-that-sieu-dep-18685956.html,alonhadat,20,85000000000,263,2026-06-07,,18685956,,
"Biệt thự phố, 4 tầng, DT 113 m2, ngang 6.4 m, dòng tiền mạnh, giá cực tốt","28,5 tỷ",113 m²,"Đường Võ Thị Sáu, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Tân Định,Biệt thự,ban,https://alonhadat.com.vn/biet-thu-pho-4-tang-dt-113-m2-ngang-6-4-m-dong-tien-manh-gia-cuc-tot-18758955.html,alonhadat,5,28500000000,113,2026-06-07,,18758955,,
🔥 BIỆT THỰ 5 TẦNG NGUYỄN VĂN THỦ – QUẬN 1 | SIÊU PHẨM KHAN HIẾM PHÂN KHÚC 83 TỶ. 🔥,84 tỷ,123 m²,"Đường Nguyễn Văn Thủ, Phường Sài Gòn, Hồ Chí Minh",Quận 1,Phường Sài Gòn,Biệt thự,ban,https://alonhadat.com.vn/-biet-thu-5-tang-nguyen-van-thu-quan-1-sieu-pham-khan-hiem-phan-khuc-83-ty--18757563.html,alonhadat,6,84000000000,123,2026-06-07,,18757563,,
"Bán gấp căn góc biệt thự đường Hai Bà Trưng, Quận 1, dt: 18x20m 2 lầu mới đẹp",150 tỷ,360 m²,"Đường Hai Bà Trưng, Phường Sài Gòn, Hồ Chí Minh",Quận 1,Phường Sài Gòn,Biệt thự,ban,https://alonhadat.com.vn/ban-gap-can-goc-biet-thu-duong-hai-ba-trung-quan-1-dt-18x20m-2-lau-moi-dep-18315042.html,alonhadat,6,150000000000,360,2026-06-07,,18315042,,
"Bán gấp căn góc biệt thự đường Hai Bà Trưng, Quận 1, dt: 15x28m 3 lầu mới đẹp đường 16m",168 tỷ,400 m²,"Đường Hai Bà Trưng, Phường Sài Gòn, Hồ Chí Minh",Quận 1,Phường Sài Gòn,Biệt thự,ban,https://alonhadat.com.vn/ban-gap-can-goc-biet-thu-duong-hai-ba-trung-quan-1-dt-15x28m-3-lau-moi-dep-duong-16m-18315162.html,alonhadat,10,168000000000,400,2026-06-07,,18315162,,
"Biệt Thự 3 tầng hẻm ô tô Mê Linh, P.19, Bình Thạnh, Giáp Q.1, 11x19m, Chỉ 28.9 Tỷ","28,9 tỷ",185 m²,"Đường Mê Linh, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận 1,Phường 19,Biệt thự,ban,https://alonhadat.com.vn/ban-nha-3-tang-hem-o-to-duong-me-linh-p-19-binh-thanh-11x18m-gia-29-9-ty-16158571.html,alonhadat,5,28900000000,185,2026-06-07,,16158571,,
"Bán nhà góc 3 mặt tiền đường Tôn Thất Tùng, Quận 1, dt: 4,2x24m trệt 2 lầu thang máy.","26,5 tỷ",99 m²,"Đường Tôn Thất Tùng, Phường Bến Thành, Hồ Chí Minh",Quận 1,Phường Bến Thành,Căn hộ chung cư,ban,https://alonhadat.com.vn/ban-nha-goc-3-mat-tien-duong-ton-that-tung-quan-1-dt-4-2x24m-tret-2-lau-thang-may--18690204.html,alonhadat,4,26500000000,99,2026-06-07,,18690204,,
"NHÀ MỚI ĐẸP 4 TẦNG, HXH TRẦN ĐÌNH XU, GẦN CHỢ BẾN THÀNH, PHỐ TÂY BÙI VIỆN, SHR","14,7 tỷ",50 m²,"Đường Trần Đình Xu, Phường Cầu Ông Lãnh, Hồ Chí Minh",Quận 1,Phường Cầu Ông Lãnh,Căn hộ chung cư,ban,https://alonhadat.com.vn/nha-moi-dep-4-tang-hxh-tran-dinh-xu-gan-cho-ben-thanh-pho-tay-bui-vien-shr-18759059.html,alonhadat,4,14700000000,50,2026-06-07,,18759059,,
BÁN TÒA NHÀ CHDV DÒNG TIỀN TRUNG TÂM QUẬN 1,180 triệu / m²,160 m²,"Đường Nguyễn Trãi, Phường Cầu Ông Lãnh, Hồ Chí Minh",Quận 1,Phường Nguyễn Cư Trinh,Căn hộ chung cư,ban,https://alonhadat.com.vn/ban-toa-nha-chdv-dong-tien-trung-tam-quan-1-18740419.html,alonhadat,23,28800000000,160,2026-06-07,,18740419,,
"Bán căn hộ Trệt - Chung cư số 89 - 91 Nguyễn Du P. Bến Nghé Q1. DT: 52,06m2 - Giá: 8 tỷ",8 tỷ,52 m²,"Đường Nguyễn Du, Phường Sài Gòn, Hồ Chí Minh",Quận 1,Phường Bến Nghé,Căn hộ chung cư,ban,https://alonhadat.com.vn/ban-can-ho-tret-chung-cu-so-89-91-nguyen-du-p-ben-nghe-q1-dt-52-06m2-gia-8-ty-18332225.html,alonhadat,3,8000000000,52,2026-06-07,,18332225,,
"🏡 Bán nhà hẻm xe hơi Nguyễn Bỉnh Khiêm, p. Đa Kao, Q.1",31 tỷ,112 m²,"Đường Nguyễn Bỉnh Khiêm, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Đa Kao,Căn hộ chung cư,ban,https://alonhadat.com.vn/-ban-nha-hem-xe-hoi-nguyen-binh-khiem-p-da-kao-q-1-18757501.html,alonhadat,4,31000000000,112,2026-06-07,,18757501,,
"bán nhà mặt tiền đường trường sa sát trung tâm q1,3","20,5 tỷ",55 m²,"Đường Trường Sa, Phường Phú Nhuận, Hồ Chí Minh",Quận 1,Phường Phú Nhuận,Căn hộ chung cư,ban,https://alonhadat.com.vn/ban-nha-mat-tien-duong-truong-sa-sat-trung-tam-q1-3-18757010.html,alonhadat,3,20500000000,55,2026-06-07,,18757010,,
Toà Nhà 32 CHDV Quận 1. ngay Hai Bà Trưng -12 x 17m. 6 lầu- HĐ thuê 150tr - chỉ 3x tỷ,39 tỷ,190 m²,"Đường Hai Bà Trưng, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Tân Định,Căn hộ chung cư,ban,https://alonhadat.com.vn/toa-nha-32-chdv-quan-1-ngay-hai-ba-trung-12-x-17m-6-lau-hd-thue-150tr-chi-3x-ty-16969261.html,alonhadat,32,39000000000,190,2026-06-07,,16969261,,
"Giảm 17 Tỷ Bán CHDV mặt tiền khu Phố Nhật Phạm Vết Chánh, Giáp Q.1, 10x45m,TN 270tr/tháng",93 tỷ,450 m²,"Đường Huỳnh Mẫn Đạt, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận 1,Phường 19,Căn hộ chung cư,ban,https://alonhadat.com.vn/toa-chdv-5-tang-mat-tien-pho-nhat-phuong-19-binh-thanh-9-5x41m-hdt-160-trieu-99-ty-15929157.html,alonhadat,26,93000000000,450,2026-06-07,,15929157,,
"Bán Toà CHDV 7 Tầng NGANG 12M đường TRẦN HƯNG ĐẠO, Q1, 12x25m, HĐT 200 triệu, Chỉ 90 Tỷ",90 tỷ,300 m²,"Đường Trần Hưng Đạo, Phường Cầu Ông Lãnh, Hồ Chí Minh",Quận 1,Phường Cầu Kho,Căn hộ chung cư,ban,https://alonhadat.com.vn/ban-toa-chdv-7-tang-ngang-12m-duong-tran-hung-dao-q1-12x25m-hdt-200-trieu-chi-92-ty-18351132.html,alonhadat,18,90000000000,300,2026-06-07,,18351132,,
"Toà Căn Hộ Dịch Vụ 6 Tầng HXH THẠCH THỊ THANH, Q.1, 12x19m, HĐT 200 triệu, Chỉ 38.9 Tỷ","38,9 tỷ",228 m²,"Đường Thạch Thị Thanh, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Tân Định,Căn hộ chung cư,ban,https://alonhadat.com.vn/toa-can-ho-dich-vu-6-tang-hxh-thach-thi-thanh-q-1-12x19m-hdt-200-trieu-chi-38-9-ty-16972292.html,alonhadat,33,38900000000,228,2026-06-07,,16972292,,
"Nhà mặt tiền VIP, 4 tầng, thang máy, dòng tiền mạnh, giá cực tốt",19 tỷ,41 m²,"Đường Đinh Tiên Hoàng, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Tân Định,Mặt bằng,ban,https://alonhadat.com.vn/nha-mat-tien-vip-4-tang-thang-may-dong-tien-manh-gia-cuc-tot-18759002.html,alonhadat,8,19000000000,41,2026-06-07,,18759002,,
"MT Nguyễn Thị Minh Khai, Quận 1 - Nở hậu 5.6m x 16m, 3 lầu, HĐ thuê cực tốt giá chỉ 27 tỷ",27 tỷ,76 m²,"Đường Nguyễn Thị Minh Khai, Phường Bến Thành, Hồ Chí Minh",Quận 1,Phường Bến Thành,Mặt bằng,ban,https://alonhadat.com.vn/mt-nguyen-thi-minh-khai-quan-1-no-hau-5-6m-x-16m-3-lau-hd-thue-cuc-tot-gia-chi-27-ty-18733032.html,alonhadat,6,27000000000,76,2026-06-07,,18733032,,
"🍀Một không hai tại phường Bến Thành, quận 1- 5 TẦNG CÓ THANG MÁY- 34 TỶ TL",34 tỷ,42 m²,"Đường Lê Thị Hồng Gấm, Phường Bến Thành, Hồ Chí Minh",Quận 1,Phường Bến Thành,Mặt bằng,ban,https://alonhadat.com.vn/-chu-can-ban-vien-kim-cuong-trung-tam-quan-1-5-tang-co-thang-may-34-ty-tl-18722854.html,alonhadat,5,34000000000,42,2026-06-07,,18722854,,
"Toà CHDV HXH Hầm 7 Lầu Nguyễn Thị Minh Khai, Q.1, 5.2x24m, HĐT 110tr/tháng, Chỉ 35 Tỷ",35 tỷ,124 m²,"Đường Nguyễn Thị Minh Khai, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Đa Kao,Mặt bằng,ban,https://alonhadat.com.vn/ban-building-mini-ham-7-lau-hem-7m-nguyen-thi-minh-khai-q-1-5-2x22m-hdt-96-trieu-38-ty-16088627.html,alonhadat,14,35000000000,124,2026-06-07,,16088627,,
"Hiếm! Chỉ 8,5 Tỷ - Hẻm nhựa 8m - Sát MT. Bán nhà Nguyễn Văn Thương (D1) - (4x8m) 4 Tầng.","8,5 tỷ",32 m²,"Đường Nguyễn Văn Thương, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận 1,Phường 25,Nhà ở,ban,https://alonhadat.com.vn/hiem-chi-8-5-ty-hem-nhua-8m-sat-mt-ban-nha-nguyen-van-thuong-d1-32m2-4-tang--18706931.html,alonhadat,4,8500000000,32,2026-06-07,,18706931,,
"Bán nhà Mặt tiền Đinh Tiên Hoàng, Quận 1, Dt 41m2, 3 lầu, HDT 90tr/th, Giá 17.8 tỷ","17,9 tỷ",41 m²,"Đường Đinh Tiên Hoàng, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Đa Kao,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-dinh-tien-hoang-quan-1-4-tang-thang-may-dang-cho-thue-90tr-thang-18371897.html,alonhadat,3,17900000000,41,2026-06-07,,18371897,,
"Thu nhập 100tr/tháng! Giá chỉ 18,5 tỷ. Mặt tiền Đinh Tiên Hoàng Quận 1, 4 tầng, thang máy","18,5 tỷ",41 m²,"Đường Đinh Tiên Hoàng, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Đa Kao,Nhà ở,ban,https://alonhadat.com.vn/ket-tien-ban-nha-mt-dinh-tien-hoang-q1-dang-cho-thue-gan-100tr-thang-4-tang-thang-may-18500170.html,alonhadat,4,18500000000,41,2026-06-07,,18500170,,
Siêu phẩm khan hiếm !!! Bán nhà MT Đồng Khởi - Quận 1(4.5x27m) 2 lầu giá: 110 tỷ,110 tỷ,121 m²,"Đường Đồng Khởi, Phường Sài Gòn, Hồ Chí Minh",Quận 1,Phường Bến Nghé,Nhà ở,ban,https://alonhadat.com.vn/sieu-pham-khan-hiem-ban-nha-mt-dong-khoi-quan-1-4-5x27m-2-lau-gia-110-ty-18737117.html,alonhadat,5,110000000000,121,2026-06-07,,18737117,,
Toà nhà MT Nguyễn Trung Trực - Quận 1(9x24m) 5 lầu 120 tỷ,120 tỷ,222 m²,"Đường Nguyễn Trung Trực, Phường Bến Thành, Hồ Chí Minh",Quận 1,Phường Bến Thành,Nhà ở,ban,https://alonhadat.com.vn/toa-nha-mt-nguyen-trung-truc-quan-1-9x24m-5-lau-120-ty-18739650.html,alonhadat,30,120000000000,222,2026-06-07,,18739650,,
"Bán nhà đường Mạc Đĩnh Chi - Nguyễn thị Minh Khai, Quận 1. 10,7x19m hầm 8 tầng 7 tỷ 5/ năm",260 tỷ,200 m²,"Đường Nguyễn Thị Minh Khai, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Đa Kao,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-mac-dinh-chi-nguyen-thi-minh-khai-quan-1-10-7x19m-ham-8-tang-7-ty-5-nam-16307572.html,alonhadat,20,260000000000,200,2026-06-07,,16307572,,
"Toà nhà Hầm + 7 Tầng - Mặt tiền ngay Hai Bà Trưng, Quận 1 - DT: 14 x 25m - HĐT: 400 Triệu",175 tỷ,350 m²,"Đường Hai Bà Trưng, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Tân Định,Nhà ở,ban,https://alonhadat.com.vn/toa-nha-ham-7-tang-mat-tien-ngay-hai-ba-trung-quan-1-dt-14-x-25m-hdt-400-trieu-18759031.html,alonhadat,16,175000000000,350,2026-06-07,,18759031,,
"Bán Tòa nhà mặt tiền ngay Hai Bà Trưng, Quận 1 - DT: 7 x 20m - 7 Tầng TM - HĐT: 220 Triệu",50 tỷ,140 m²,"Đường Hai Bà Trưng, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Tân Định,Nhà ở,ban,https://alonhadat.com.vn/ban-toa-nha-mat-tien-ngay-hai-ba-trung-quan-1-dt-7-x-20m-7-tang-tm-hdt-220-trieu-18759037.html,alonhadat,16,50000000000,140,2026-06-07,,18759037,,
"Tòa nhà góc 2 mặt tiền ngay Trần Quang Khải, Quận 1 - Hầm 7Tầng - 13 x 18m - HĐ: 400 Triệu",100 tỷ,234 m²,"Đường Trần Quang Khải, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Tân Định,Nhà ở,ban,https://alonhadat.com.vn/toa-nha-goc-2-mat-tien-ngay-tran-quang-khai-quan-1-ham-7tang-13-x-18m-hd-400-trieu-18759023.html,alonhadat,16,100000000000,234,2026-06-07,,18759023,,
"Siêu hót, MT thương hiệu góc Hai Bà Trưng, TĐ, Q. 1 - 20x18m - 5 tầng - HĐ: 400Tr/th",120 tỷ,368 m²,"Đường Hai Bà Trưng, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Tân Định,Nhà ở,ban,https://alonhadat.com.vn/sieu-hot-mt-thuong-hieu-goc-hai-ba-trung-td-q-1-20x18m-5-tang-hd-400tr-th-13273040.html,alonhadat,4,120000000000,368,2026-06-07,,13273040,,
"Bán căn góc 2 MT Bùi Thị Xuân, P.Bến Thành Q1 - 40m² (4,5x13) - 2 lầu HĐT 100 tr Gía 42 tỷ",42 tỷ,40 m²,"Đường Bùi Thị Xuân, Phường Bến Thành, Hồ Chí Minh",Quận 1,Phường Bến Thành,Nhà ở,ban,https://alonhadat.com.vn/ban-can-goc-2-mt-bui-thi-xuan-p-ben-thanh-q1-40m-4-5x13-2-lau-hdt-100-tr-gia-42-ty-18756784.html,alonhadat,2,42000000000,40,2026-06-07,,18756784,,
"Bán nhà Góc 2 mặt tiền Bùi Thị Xuân, Quận 1 - 68 m² 4 tầng CTXD Hầm 7 tầng Gía 68 tỷ",68 tỷ,68 m²,"Đường Bùi Thị Xuân, Phường Bến Thành, Hồ Chí Minh",Quận 1,Phường Phạm Ngũ Lão,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-goc-2-mat-tien-bui-thi-xuan-quan-1-68-m-4-tang-ctxd-ham-7-tang-gia-70-ty-tl-18756170.html,alonhadat,4,68000000000,68,2026-06-07,,18756170,,
"VỊ TRÍ ĐẸP NHẤT TUYẾN ĐƯỜNG-MẶT TIỀN TRẦN HƯNG ĐẠO- 4,6X21m-4 TẦNG- HĐT CAO- GIÁ: 45 TỶ.",45 tỷ,300 m²,"Đường Trần Hưng Đạo, Phường Bến Thành, Hồ Chí Minh",Quận 1,Phường Phạm Ngũ Lão,Nhà ở,ban,https://alonhadat.com.vn/vi-tri-dep-nhat-tuyen-duong-mat-tien-tran-hung-dao-4-6x21m-4-tang-hdt-cao-gia-45-ty--18749098.html,alonhadat,6,45000000000,300,2026-06-07,,18749098,,
Tòa nhà mới xây 100% góc 2 mặt tiền 369 Nguyễn Trãi Quận 1 - DT: 14x30m - 2hầm - 10tầng,450 tỷ,460 m²,"Đường Nguyễn Trãi, Phường Bến Thành, Hồ Chí Minh",Quận 1,Phường Bến Thành,Nhà ở,ban,https://alonhadat.com.vn/toa-nha-moi-xay-100-goc-2-mat-tien-nguyen-trai-quan-1-dt-14-29-5m-2ham-10tang-15546991.html,alonhadat,50,450000000000,460,2026-06-07,,15546991,,
"Bán tòa nhà MT Lê Thánh Tôn, Quận 1 - DT 8x20m - hầm - 9 tầng - HĐT 600 triệu",210 tỷ,160 m²,"Đường Lê Thánh Tôn, Phường Sài Gòn, Hồ Chí Minh",Quận 1,Phường Sài Gòn,Nhà ở,ban,https://alonhadat.com.vn/ban-toa-nha-mt-le-thanh-ton-quan-1-dt-8x20m-ham-9-tang-hdt-600-trieu-18672880.html,alonhadat,50,210000000000,160,2026-06-07,,18672880,,
🕌NHÀ MẶT TIỀN NGUYỄN THỊ MINH KHAI QUẬN 1 _ MỆNH DANH LÀ NAM VƯƠNG TRONG THẾ GIỚI CHDV CA,68 tỷ,108 m²,"Đường Nguyễn Thị Minh Khai, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Đa Kao,Nhà ở,ban,https://alonhadat.com.vn/-nha-mat-tien-nguyen-thi-minh-khai-quan-1-menh-danh-la-nam-vuong-trong-the-gioi-chdv-ca-18757100.html,alonhadat,18,68000000000,108,2026-06-07,,18757100,,
"SÁT CHỢ BẾN THÀNH-ĐƯỜNG LÊ THỊ HỒNG GẤM VỚI DT GẦN 68M2 MÀ GIÁ CHỈ 6 TỶ 240, SHC!!!","6,24 tỷ",68 m²,"Đường Lê Thị Hồng Gấm, Phường Bến Thành, Hồ Chí Minh",Quận 1,Phường Phạm Ngũ Lão,Nhà ở,ban,https://alonhadat.com.vn/sat-cho-ben-thanh-duong-le-thi-hong-gam-voi-dt-gan-68m2-ma-gia-chi-6-ty-240-shc--18758314.html,alonhadat,4,6240000000,68,2026-06-07,,18758314,,
"CHỦ ĐI ĐỊNH CƯ BÁN GẤP NHÀ HẺM NHỰA 5M - PHÓ ĐỨC CHÍNH, QUẬN 1. GIÁ 4.89TỶ/56M2 - 4LẦU 4PN","4,89 tỷ",56 m²,"Đường Phó Đức Chính, Phường Bến Thành, Hồ Chí Minh",Quận 1,Phường Bến Thành,Nhà ở,ban,https://alonhadat.com.vn/chu-di-dinh-cu-ban-gap-nha-hem-nhua-5m-pho-duc-chinh-quan-1-gia-4-89ty-56m2-4lau-4pn-18731875.html,alonhadat,4,4890000000,56,2026-06-07,,18731875,,
"Bán Nhà Ngay Vị Trí Sầm Uất Trên Đường Phan Ngữ,P.Tân Định,Quận 1 chỉ với 6tỷ630.Sổ Sẵn.","6,63 tỷ",80 m²,"Đường Phan Ngữ, Phường Tân Định, Hồ Chí Minh",Quận 1,Phường Tân Định,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-ngay-vi-tri-sam-uat-tren-duong-phan-ngu-p-tan-dinh-quan-1-chi-voi-6ty630-so-san--18758035.html,alonhadat,4,6630000000,80,2026-06-07,,18758035,,
"mặt tiền đường Calmette, Phường Nguyễn Thái Bình, Quận 1 8.1x18.4 6 tầng 140 tỷ",140 tỷ,721 m²,"Đường Calmette, Phường Sài Gòn, Hồ Chí Minh",Quận 1,Phường Nguyễn Thái Bình,Nhà ở,ban,https://alonhadat.com.vn/mat-tien-duong-calmette-phuong-nguyen-thai-binh-quan-1-8-1x18-4-6-tang-140-ty-16964727.html,alonhadat,20,140000000000,721,2026-06-07,,16964727,,
